sample	pop	contgroup	sex
HG00596	CHS	EAS	2
HG00597	CHS	EAS	2
HG00598	CHS	EAS	1
HG00599	CHS	EAS	2
HG00600	CHS	EAS	2
HG00607	CHS	EAS	1
HG00608	CHS	EAS	2
HG00609	CHS	EAS	1
HG00610	CHS	EAS	1
HG00611	CHS	EAS	2
HG00612	CHS	EAS	2
HG00613	CHS	EAS	1
HG00614	CHS	EAS	2
HG00615	CHS	EAS	2
HG00619	CHS	EAS	1
HG00620	CHS	EAS	2
HG00621	CHS	EAS	1
HG00622	CHS	EAS	1
HG00623	CHS	EAS	2
HG00624	CHS	EAS	1
HG00625	CHS	EAS	1
HG00626	CHS	EAS	2
HG00627	CHS	EAS	1
HG00628	CHS	EAS	1
HG00629	CHS	EAS	2
HG00630	CHS	EAS	1
HG00631	CHS	EAS	1
HG00632	CHS	EAS	2
HG00633	CHS	EAS	1
HG00634	CHS	EAS	1
HG00635	CHS	EAS	2
HG00636	CHS	EAS	1
HG00650	CHS	EAS	1
HG00651	CHS	EAS	2
HG00652	CHS	EAS	2
HG00653	CHS	EAS	1
HG00654	CHS	EAS	2
HG00655	CHS	EAS	2
HG00658	CHS	EAS	1
HG00662	CHS	EAS	1
HG00663	CHS	EAS	2
HG00664	CHS	EAS	1
HG00671	CHS	EAS	1
HG00672	CHS	EAS	2
HG00673	CHS	EAS	1
HG00674	CHS	EAS	1
HG00675	CHS	EAS	2
HG00676	CHS	EAS	1
HG00683	CHS	EAS	1
HG00684	CHS	EAS	2
HG00685	CHS	EAS	1
HG00689	CHS	EAS	1
HG00690	CHS	EAS	2
HG00691	CHS	EAS	1
HG00692	CHS	EAS	1
HG00693	CHS	EAS	2
HG00694	CHS	EAS	1
HG00698	CHS	EAS	1
HG00699	CHS	EAS	2
HG00700	CHS	EAS	2
HG00656	CHS	EAS	1
HG00657	CHS	EAS	2
HG00701	CHS	EAS	1
HG00702	CHS	EAS	2
HG00703	CHS	EAS	1
HG00704	CHS	EAS	1
HG00705	CHS	EAS	2
HG00706	CHS	EAS	1
HG00707	CHS	EAS	1
HG00708	CHS	EAS	2
HG00709	CHS	EAS	1
HG00716	CHS	EAS	1
HG00717	CHS	EAS	2
HG00718	CHS	EAS	1
HG00728	CHS	EAS	1
HG00729	CHS	EAS	2
HG00730	CHS	EAS	2
HG01119	CLM	AMR	2
HG01121	CLM	AMR	1
HG01122	CLM	AMR	2
HG01123	CLM	AMR	2
HG01112	CLM	AMR	1
HG01113	CLM	AMR	2
HG01114	CLM	AMR	2
HG01124	CLM	AMR	1
HG01125	CLM	AMR	2
HG01126	CLM	AMR	1
HG01130	CLM	AMR	1
HG01131	CLM	AMR	2
HG01133	CLM	AMR	1
HG01134	CLM	AMR	2
HG01135	CLM	AMR	1
HG01136	CLM	AMR	1
HG01137	CLM	AMR	2
HG01138	CLM	AMR	1
HG01139	CLM	AMR	1
HG01140	CLM	AMR	2
HG01141	CLM	AMR	2
HG01142	CLM	AMR	1
HG01148	CLM	AMR	1
HG01149	CLM	AMR	2
HG01150	CLM	AMR	2
HG01250	CLM	AMR	1
HG01251	CLM	AMR	2
HG01252	CLM	AMR	1
HG01253	CLM	AMR	1
HG01254	CLM	AMR	2
HG01255	CLM	AMR	1
HG01256	CLM	AMR	1
HG01257	CLM	AMR	2
HG01258	CLM	AMR	1
HG01259	CLM	AMR	1
HG01260	CLM	AMR	2
HG01261	CLM	AMR	1
HG01269	CLM	AMR	2
HG01271	CLM	AMR	1
HG01272	CLM	AMR	2
HG01273	CLM	AMR	1
HG01274	CLM	AMR	1
HG01275	CLM	AMR	2
HG01276	CLM	AMR	2
HG01277	CLM	AMR	1
HG01278	CLM	AMR	2
HG01279	CLM	AMR	2
HG01280	CLM	AMR	1
HG01281	CLM	AMR	2
HG01284	CLM	AMR	2
HG01341	CLM	AMR	1
HG01342	CLM	AMR	2
HG01343	CLM	AMR	2
HG01344	CLM	AMR	1
HG01345	CLM	AMR	2
HG01346	CLM	AMR	2
HG01347	CLM	AMR	1
HG01348	CLM	AMR	2
HG01349	CLM	AMR	2
HG01350	CLM	AMR	1
HG01351	CLM	AMR	2
HG01352	CLM	AMR	2
HG01353	CLM	AMR	1
HG01354	CLM	AMR	2
HG01355	CLM	AMR	2
HG01356	CLM	AMR	1
HG01357	CLM	AMR	2
HG01358	CLM	AMR	1
HG01359	CLM	AMR	1
HG01360	CLM	AMR	2
HG01361	CLM	AMR	2
HG01362	CLM	AMR	1
HG01363	CLM	AMR	2
HG01364	CLM	AMR	2
HG01365	CLM	AMR	1
HG01366	CLM	AMR	2
HG01367	CLM	AMR	2
HG01369	CLM	AMR	2
HG01372	CLM	AMR	2
HG01374	CLM	AMR	1
HG01375	CLM	AMR	2
HG01376	CLM	AMR	2
HG01377	CLM	AMR	1
HG01378	CLM	AMR	2
HG01379	CLM	AMR	2
HG01383	CLM	AMR	1
HG01384	CLM	AMR	2
HG01385	CLM	AMR	2
HG01389	CLM	AMR	1
HG01390	CLM	AMR	2
HG01391	CLM	AMR	2
HG01431	CLM	AMR	1
HG01432	CLM	AMR	2
HG01433	CLM	AMR	1
HG01435	CLM	AMR	2
HG01437	CLM	AMR	1
HG01438	CLM	AMR	2
HG01439	CLM	AMR	2
HG01441	CLM	AMR	2
HG01442	CLM	AMR	1
HG01440	CLM	AMR	1
HG01443	CLM	AMR	1
HG01444	CLM	AMR	2
HG01445	CLM	AMR	1
HG01447	CLM	AMR	2
HG01452	CLM	AMR	1
HG01453	CLM	AMR	2
HG01454	CLM	AMR	2
HG01455	CLM	AMR	1
HG01456	CLM	AMR	2
HG01457	CLM	AMR	1
HG01459	CLM	AMR	2
HG01461	CLM	AMR	1
HG01462	CLM	AMR	2
HG01463	CLM	AMR	2
HG01464	CLM	AMR	1
HG01465	CLM	AMR	2
HG01466	CLM	AMR	2
HG01468	CLM	AMR	2
HG01471	CLM	AMR	2
HG01473	CLM	AMR	1
HG01474	CLM	AMR	2
HG01477	CLM	AMR	2
HG01479	CLM	AMR	1
HG01480	CLM	AMR	2
HG01481	CLM	AMR	2
HG01482	CLM	AMR	1
HG01483	CLM	AMR	2
HG01484	CLM	AMR	2
HG01485	CLM	AMR	1
HG01486	CLM	AMR	2
HG01487	CLM	AMR	2
HG01488	CLM	AMR	1
HG01489	CLM	AMR	2
HG01490	CLM	AMR	2
HG01491	CLM	AMR	1
HG01492	CLM	AMR	2
HG01493	CLM	AMR	2
HG01494	CLM	AMR	1
HG01495	CLM	AMR	2
HG01496	CLM	AMR	2
HG01497	CLM	AMR	1
HG01498	CLM	AMR	2
HG01499	CLM	AMR	1
HG01550	CLM	AMR	1
HG01551	CLM	AMR	2
HG01552	CLM	AMR	1
HG01556	CLM	AMR	1
HG03171	ESN	AFR	2
HG02922	ESN	AFR	2
HG02923	ESN	AFR	1
HG02924	ESN	AFR	1
HG03493	ESN	AFR	2
HG03499	ESN	AFR	2
HG03508	ESN	AFR	2
HG03510	ESN	AFR	2
HG03511	ESN	AFR	2
HG03513	ESN	AFR	1
HG03514	ESN	AFR	2
HG03515	ESN	AFR	1
HG03516	ESN	AFR	2
HG03517	ESN	AFR	2
HG03518	ESN	AFR	1
HG03519	ESN	AFR	1
HG03520	ESN	AFR	2
HG03521	ESN	AFR	1
HG03522	ESN	AFR	2
HG02938	ESN	AFR	1
HG02939	ESN	AFR	1
HG02941	ESN	AFR	1
HG02942	ESN	AFR	1
HG02943	ESN	AFR	2
HG02944	ESN	AFR	1
HG02945	ESN	AFR	2
HG02946	ESN	AFR	2
HG02947	ESN	AFR	1
HG02948	ESN	AFR	1
HG02952	ESN	AFR	2
HG02953	ESN	AFR	1
HG02954	ESN	AFR	1
HG02964	ESN	AFR	2
HG02965	ESN	AFR	1
HG02966	ESN	AFR	1
HG02968	ESN	AFR	1
HG02969	ESN	AFR	2
HG02970	ESN	AFR	2
HG02971	ESN	AFR	1
HG02972	ESN	AFR	1
HG02973	ESN	AFR	1
HG02974	ESN	AFR	2
HG02975	ESN	AFR	1
HG02976	ESN	AFR	2
HG02977	ESN	AFR	1
HG02978	ESN	AFR	2
HG02979	ESN	AFR	2
HG02980	ESN	AFR	1
HG02981	ESN	AFR	1
HG03099	ESN	AFR	2
HG03100	ESN	AFR	1
HG03101	ESN	AFR	1
HG03103	ESN	AFR	1
HG03104	ESN	AFR	2
HG03105	ESN	AFR	2
HG03107	ESN	AFR	2
HG03108	ESN	AFR	2
HG03109	ESN	AFR	1
HG03110	ESN	AFR	2
HG03111	ESN	AFR	2
HG03112	ESN	AFR	1
HG03113	ESN	AFR	2
HG03114	ESN	AFR	2
HG03115	ESN	AFR	1
HG03116	ESN	AFR	2
HG03117	ESN	AFR	2
HG03118	ESN	AFR	1
HG03119	ESN	AFR	2
HG03120	ESN	AFR	1
HG03121	ESN	AFR	2
HG03122	ESN	AFR	1
HG03123	ESN	AFR	2
HG03124	ESN	AFR	1
HG03125	ESN	AFR	2
HG03126	ESN	AFR	2
HG03127	ESN	AFR	1
HG03128	ESN	AFR	1
HG03129	ESN	AFR	2
HG03130	ESN	AFR	1
HG03131	ESN	AFR	1
HG03132	ESN	AFR	2
HG03133	ESN	AFR	1
HG03134	ESN	AFR	1
HG03135	ESN	AFR	2
HG03136	ESN	AFR	1
HG03137	ESN	AFR	1
HG03139	ESN	AFR	1
HG03140	ESN	AFR	2
HG03157	ESN	AFR	1
HG03158	ESN	AFR	2
HG03159	ESN	AFR	2
HG03160	ESN	AFR	1
HG03161	ESN	AFR	1
HG03162	ESN	AFR	2
HG03163	ESN	AFR	1
HG03164	ESN	AFR	2
HG03166	ESN	AFR	1
HG03167	ESN	AFR	1
HG03168	ESN	AFR	2
HG03169	ESN	AFR	1
HG03170	ESN	AFR	1
HG03172	ESN	AFR	1
HG03173	ESN	AFR	1
HG03175	ESN	AFR	1
HG03176	ESN	AFR	1
HG03189	ESN	AFR	2
HG03190	ESN	AFR	1
HG03191	ESN	AFR	1
HG03193	ESN	AFR	1
HG03194	ESN	AFR	1
HG03195	ESN	AFR	2
HG03196	ESN	AFR	1
HG03197	ESN	AFR	1
HG03198	ESN	AFR	2
HG03199	ESN	AFR	1
HG03200	ESN	AFR	2
HG03202	ESN	AFR	1
HG03203	ESN	AFR	2
HG03265	ESN	AFR	1
HG03266	ESN	AFR	2
HG03267	ESN	AFR	2
HG03268	ESN	AFR	1
HG03269	ESN	AFR	1
HG03270	ESN	AFR	2
HG03271	ESN	AFR	1
HG03272	ESN	AFR	2
HG03279	ESN	AFR	2
HG03280	ESN	AFR	1
HG03291	ESN	AFR	2
HG03293	ESN	AFR	1
HG03294	ESN	AFR	2
HG03295	ESN	AFR	1
HG03296	ESN	AFR	1
HG03297	ESN	AFR	2
HG03298	ESN	AFR	1
HG03299	ESN	AFR	1
HG03300	ESN	AFR	2
HG03301	ESN	AFR	1
HG03302	ESN	AFR	1
HG03303	ESN	AFR	2
HG03304	ESN	AFR	1
HG03305	ESN	AFR	2
HG03306	ESN	AFR	2
HG03307	ESN	AFR	1
HG03308	ESN	AFR	1
HG03309	ESN	AFR	2
HG03310	ESN	AFR	2
HG03311	ESN	AFR	1
HG03312	ESN	AFR	2
HG03313	ESN	AFR	1
HG03314	ESN	AFR	1
HG03339	ESN	AFR	2
HG03341	ESN	AFR	2
HG03342	ESN	AFR	2
HG03343	ESN	AFR	1
HG03344	ESN	AFR	1
HG03350	ESN	AFR	1
HG03351	ESN	AFR	2
HG03352	ESN	AFR	1
HG03354	ESN	AFR	2
HG03361	ESN	AFR	1
HG03362	ESN	AFR	1
HG03363	ESN	AFR	2
HG03365	ESN	AFR	1
HG03366	ESN	AFR	2
HG03367	ESN	AFR	1
HG03368	ESN	AFR	1
HG03369	ESN	AFR	2
HG03370	ESN	AFR	1
HG03371	ESN	AFR	1
HG03372	ESN	AFR	2
HG03373	ESN	AFR	1
HG03374	ESN	AFR	2
HG00171	FIN	EUR	2
HG00173	FIN	EUR	2
HG00174	FIN	EUR	2
HG00176	FIN	EUR	2
HG00177	FIN	EUR	2
HG00178	FIN	EUR	2
HG00179	FIN	EUR	2
HG00180	FIN	EUR	2
HG00181	FIN	EUR	1
HG00182	FIN	EUR	1
HG00183	FIN	EUR	1
HG00185	FIN	EUR	1
HG00186	FIN	EUR	1
HG00187	FIN	EUR	1
HG00188	FIN	EUR	1
HG00189	FIN	EUR	1
HG00190	FIN	EUR	1
HG00266	FIN	EUR	2
HG00267	FIN	EUR	1
HG00268	FIN	EUR	2
HG00269	FIN	EUR	2
HG00270	FIN	EUR	2
HG00271	FIN	EUR	1
HG00272	FIN	EUR	2
HG00273	FIN	EUR	1
HG00274	FIN	EUR	2
HG00275	FIN	EUR	2
HG00276	FIN	EUR	2
HG00277	FIN	EUR	1
HG00278	FIN	EUR	1
HG00280	FIN	EUR	1
HG00281	FIN	EUR	2
HG00282	FIN	EUR	2
HG00284	FIN	EUR	1
HG00285	FIN	EUR	2
HG00288	FIN	EUR	2
HG00290	FIN	EUR	1
HG00302	FIN	EUR	2
HG00303	FIN	EUR	1
HG00304	FIN	EUR	2
HG00306	FIN	EUR	2
HG00308	FIN	EUR	1
HG00309	FIN	EUR	2
HG00310	FIN	EUR	1
HG00311	FIN	EUR	1
HG00312	FIN	EUR	1
HG00313	FIN	EUR	2
HG00315	FIN	EUR	2
HG00318	FIN	EUR	2
HG00319	FIN	EUR	2
HG00320	FIN	EUR	2
HG00321	FIN	EUR	1
HG00323	FIN	EUR	2
HG00324	FIN	EUR	2
HG00325	FIN	EUR	1
HG00326	FIN	EUR	2
HG00327	FIN	EUR	2
HG00328	FIN	EUR	2
HG00329	FIN	EUR	1
HG00330	FIN	EUR	2
HG00331	FIN	EUR	2
HG00332	FIN	EUR	2
HG00334	FIN	EUR	2
HG00335	FIN	EUR	1
HG00336	FIN	EUR	1
HG00337	FIN	EUR	2
HG00338	FIN	EUR	1
HG00339	FIN	EUR	2
HG00341	FIN	EUR	1
HG00342	FIN	EUR	1
HG00343	FIN	EUR	2
HG00344	FIN	EUR	2
HG00345	FIN	EUR	1
HG00346	FIN	EUR	2
HG00349	FIN	EUR	2
HG00350	FIN	EUR	2
HG00351	FIN	EUR	1
HG00353	FIN	EUR	2
HG00355	FIN	EUR	2
HG00356	FIN	EUR	2
HG00357	FIN	EUR	2
HG00358	FIN	EUR	1
HG00359	FIN	EUR	2
HG00360	FIN	EUR	1
HG00361	FIN	EUR	2
HG00362	FIN	EUR	2
HG00364	FIN	EUR	2
HG00365	FIN	EUR	2
HG00366	FIN	EUR	1
HG00367	FIN	EUR	2
HG00368	FIN	EUR	2
HG00369	FIN	EUR	1
HG00371	FIN	EUR	1
HG00372	FIN	EUR	1
HG00373	FIN	EUR	2
HG00375	FIN	EUR	1
HG00376	FIN	EUR	2
HG00377	FIN	EUR	2
HG00378	FIN	EUR	2
HG00379	FIN	EUR	2
HG00380	FIN	EUR	2
HG00381	FIN	EUR	2
HG00382	FIN	EUR	1
HG00383	FIN	EUR	2
HG00384	FIN	EUR	2
HG00144	GBR	EUR	2
HG00155	GBR	EUR	1
HG00146	GBR	EUR	2
HG00147	GBR	EUR	2
HG00153	GBR	EUR	2
HG00158	GBR	EUR	2
HG00247	GBR	EUR	2
HG00248	GBR	EUR	2
HG00096	GBR	EUR	1
HG00097	GBR	EUR	2
HG00098	GBR	EUR	1
HG00099	GBR	EUR	2
HG00100	GBR	EUR	2
HG00101	GBR	EUR	1
HG00102	GBR	EUR	2
HG00103	GBR	EUR	1
HG00104	GBR	EUR	2
HG00105	GBR	EUR	1
HG00106	GBR	EUR	2
HG00107	GBR	EUR	1
HG00108	GBR	EUR	1
HG00109	GBR	EUR	1
HG00110	GBR	EUR	2
HG00111	GBR	EUR	2
HG00112	GBR	EUR	1
HG00113	GBR	EUR	1
HG00114	GBR	EUR	1
HG00115	GBR	EUR	1
HG00116	GBR	EUR	1
HG00117	GBR	EUR	1
HG00118	GBR	EUR	2
HG00119	GBR	EUR	1
HG00120	GBR	EUR	2
HG00121	GBR	EUR	2
HG00122	GBR	EUR	2
HG00123	GBR	EUR	2
HG00124	GBR	EUR	2
HG00125	GBR	EUR	2
HG00126	GBR	EUR	1
HG00127	GBR	EUR	2
HG00128	GBR	EUR	2
HG00129	GBR	EUR	1
HG00130	GBR	EUR	2
HG00131	GBR	EUR	1
HG00132	GBR	EUR	2
HG00133	GBR	EUR	2
HG00134	GBR	EUR	2
HG00135	GBR	EUR	2
HG00136	GBR	EUR	1
HG00137	GBR	EUR	2
HG00138	GBR	EUR	1
HG00139	GBR	EUR	1
HG00140	GBR	EUR	1
HG00141	GBR	EUR	1
HG00142	GBR	EUR	1
HG00143	GBR	EUR	1
HG00145	GBR	EUR	1
HG00148	GBR	EUR	1
HG00149	GBR	EUR	1
HG00150	GBR	EUR	2
HG00151	GBR	EUR	1
HG00152	GBR	EUR	1
HG00154	GBR	EUR	2
HG00156	GBR	EUR	1
HG00157	GBR	EUR	1
HG00159	GBR	EUR	1
HG00160	GBR	EUR	1
HG00231	GBR	EUR	2
HG00232	GBR	EUR	2
HG00233	GBR	EUR	2
HG00234	GBR	EUR	1
HG00235	GBR	EUR	2
HG00236	GBR	EUR	2
HG00237	GBR	EUR	2
HG00238	GBR	EUR	2
HG00239	GBR	EUR	2
HG00240	GBR	EUR	2
HG00242	GBR	EUR	1
HG00243	GBR	EUR	1
HG00244	GBR	EUR	1
HG00245	GBR	EUR	2
HG00246	GBR	EUR	1
HG00249	GBR	EUR	2
HG00250	GBR	EUR	2
HG00251	GBR	EUR	1
HG00252	GBR	EUR	1
HG00253	GBR	EUR	2
HG00254	GBR	EUR	2
HG00255	GBR	EUR	2
HG00256	GBR	EUR	1
HG00257	GBR	EUR	2
HG00258	GBR	EUR	2
HG00259	GBR	EUR	2
HG00260	GBR	EUR	1
HG00261	GBR	EUR	2
HG00262	GBR	EUR	2
HG00263	GBR	EUR	2
HG00264	GBR	EUR	1
HG00265	GBR	EUR	1
HG01334	GBR	EUR	1
HG01789	GBR	EUR	1
HG01790	GBR	EUR	2
HG01791	GBR	EUR	1
HG02215	GBR	EUR	2
HG04301	GBR	EUR	2
HG04302	GBR	EUR	1
HG04303	GBR	EUR	2
NA20868	GIH	SAS	2
NA20871	GIH	SAS	1
NA20886	GIH	SAS	2
NA20898	GIH	SAS	1
NA20909	GIH	SAS	1
NA20910	GIH	SAS	2
NA20845	GIH	SAS	1
NA20846	GIH	SAS	1
NA20847	GIH	SAS	2
NA20849	GIH	SAS	2
NA20850	GIH	SAS	1
NA20851	GIH	SAS	2
NA20852	GIH	SAS	1
NA20853	GIH	SAS	2
NA20854	GIH	SAS	2
NA20856	GIH	SAS	2
NA20858	GIH	SAS	1
NA20859	GIH	SAS	2
NA20861	GIH	SAS	1
NA20862	GIH	SAS	2
NA20863	GIH	SAS	1
NA20864	GIH	SAS	1
NA20866	GIH	SAS	1
NA20867	GIH	SAS	1
NA20869	GIH	SAS	2
NA20870	GIH	SAS	1
NA20872	GIH	SAS	2
NA20873	GIH	SAS	1
NA20874	GIH	SAS	2
NA20875	GIH	SAS	2
NA20876	GIH	SAS	2
NA20877	GIH	SAS	2
NA20878	GIH	SAS	2
NA20879	GIH	SAS	2
NA20881	GIH	SAS	2
NA20882	GIH	SAS	2
NA20883	GIH	SAS	1
NA20884	GIH	SAS	1
NA20885	GIH	SAS	1
NA20887	GIH	SAS	1
NA20888	GIH	SAS	2
NA20889	GIH	SAS	1
NA20890	GIH	SAS	1
NA20891	GIH	SAS	1
NA20892	GIH	SAS	2
NA20893	GIH	SAS	2
NA20894	GIH	SAS	2
NA20895	GIH	SAS	1
NA20896	GIH	SAS	2
NA20897	GIH	SAS	1
NA20899	GIH	SAS	2
NA20900	GIH	SAS	2
NA20901	GIH	SAS	1
NA20902	GIH	SAS	2
NA20903	GIH	SAS	1
NA20904	GIH	SAS	1
NA20905	GIH	SAS	1
NA20906	GIH	SAS	2
NA20907	GIH	SAS	2
NA20908	GIH	SAS	2
NA20911	GIH	SAS	1
NA21086	GIH	SAS	2
NA21087	GIH	SAS	1
NA21088	GIH	SAS	2
NA21089	GIH	SAS	2
NA21090	GIH	SAS	1
NA21091	GIH	SAS	1
NA21092	GIH	SAS	1
NA21093	GIH	SAS	1
NA21094	GIH	SAS	1
NA21095	GIH	SAS	1
NA21097	GIH	SAS	2
NA21098	GIH	SAS	1
NA21099	GIH	SAS	1
NA21100	GIH	SAS	1
NA21101	GIH	SAS	2
NA21102	GIH	SAS	2
NA21103	GIH	SAS	2
NA21104	GIH	SAS	1
NA21105	GIH	SAS	1
NA21106	GIH	SAS	2
NA21107	GIH	SAS	1
NA21108	GIH	SAS	2
NA21109	GIH	SAS	1
NA21110	GIH	SAS	2
NA21111	GIH	SAS	1
NA21112	GIH	SAS	1
NA21113	GIH	SAS	1
NA21114	GIH	SAS	1
NA21115	GIH	SAS	1
NA21116	GIH	SAS	1
NA21117	GIH	SAS	1
NA21118	GIH	SAS	1
NA21119	GIH	SAS	1
NA21120	GIH	SAS	2
NA21121	GIH	SAS	2
NA21122	GIH	SAS	2
NA21123	GIH	SAS	1
NA21124	GIH	SAS	1
NA21125	GIH	SAS	2
NA21126	GIH	SAS	1
NA21127	GIH	SAS	1
NA21128	GIH	SAS	1
NA21129	GIH	SAS	1
NA21130	GIH	SAS	1
NA21133	GIH	SAS	1
NA21134	GIH	SAS	1
NA21135	GIH	SAS	1
NA21137	GIH	SAS	2
NA21141	GIH	SAS	2
NA21142	GIH	SAS	2
NA21143	GIH	SAS	2
NA21144	GIH	SAS	2
HG03024	GWD	AFR	1
HG03025	GWD	AFR	2
HG03026	GWD	AFR	2
HG03027	GWD	AFR	1
HG03028	GWD	AFR	2
HG03029	GWD	AFR	1
HG03033	GWD	AFR	1
HG03034	GWD	AFR	2
HG03035	GWD	AFR	1
HG03039	GWD	AFR	1
HG03040	GWD	AFR	2
HG03041	GWD	AFR	2
HG03045	GWD	AFR	1
HG03046	GWD	AFR	2
HG03047	GWD	AFR	2
HG03048	GWD	AFR	1
HG03049	GWD	AFR	2
HG03050	GWD	AFR	1
HG03240	GWD	AFR	1
HG03241	GWD	AFR	2
HG03242	GWD	AFR	1
HG03246	GWD	AFR	1
HG03247	GWD	AFR	2
HG03248	GWD	AFR	1
HG03249	GWD	AFR	1
HG03250	GWD	AFR	2
HG03251	GWD	AFR	2
HG03258	GWD	AFR	1
HG03259	GWD	AFR	2
HG03260	GWD	AFR	1
HG03538	GWD	AFR	1
HG03539	GWD	AFR	2
HG03540	GWD	AFR	2
HG02461	GWD	AFR	1
HG02462	GWD	AFR	2
HG02463	GWD	AFR	1
HG02464	GWD	AFR	1
HG02465	GWD	AFR	2
HG02466	GWD	AFR	1
HG02561	GWD	AFR	1
HG02562	GWD	AFR	2
HG02563	GWD	AFR	1
HG02567	GWD	AFR	1
HG02568	GWD	AFR	2
HG02569	GWD	AFR	1
HG02570	GWD	AFR	1
HG02571	GWD	AFR	2
HG02572	GWD	AFR	1
HG02573	GWD	AFR	1
HG02574	GWD	AFR	2
HG02575	GWD	AFR	1
HG02582	GWD	AFR	1
HG02583	GWD	AFR	2
HG02584	GWD	AFR	1
HG02585	GWD	AFR	1
HG02586	GWD	AFR	2
HG02587	GWD	AFR	2
HG02588	GWD	AFR	1
HG02589	GWD	AFR	2
HG02590	GWD	AFR	1
HG02594	GWD	AFR	1
HG02595	GWD	AFR	2
HG02596	GWD	AFR	1
HG02610	GWD	AFR	1
HG02611	GWD	AFR	2
HG02612	GWD	AFR	1
HG02613	GWD	AFR	1
HG02614	GWD	AFR	2
HG02615	GWD	AFR	2
HG02620	GWD	AFR	1
HG02621	GWD	AFR	2
HG02622	GWD	AFR	2
HG02623	GWD	AFR	1
HG02624	GWD	AFR	2
HG02625	GWD	AFR	1
HG02628	GWD	AFR	1
HG02629	GWD	AFR	2
HG02630	GWD	AFR	2
HG02634	GWD	AFR	1
HG02635	GWD	AFR	2
HG02636	GWD	AFR	1
HG02642	GWD	AFR	1
HG02643	GWD	AFR	2
HG02644	GWD	AFR	1
HG02645	GWD	AFR	1
HG02646	GWD	AFR	2
HG02647	GWD	AFR	1
HG02666	GWD	AFR	1
HG02667	GWD	AFR	2
HG02668	GWD	AFR	1
HG02675	GWD	AFR	1
HG02676	GWD	AFR	2
HG02677	GWD	AFR	2
HG02678	GWD	AFR	1
HG02679	GWD	AFR	2
HG02680	GWD	AFR	2
HG02702	GWD	AFR	1
HG02703	GWD	AFR	2
HG02704	GWD	AFR	2
HG02715	GWD	AFR	1
HG02716	GWD	AFR	2
HG02717	GWD	AFR	1
HG02721	GWD	AFR	1
HG02722	GWD	AFR	2
HG02723	GWD	AFR	2
HG02756	GWD	AFR	1
HG02757	GWD	AFR	2
HG02758	GWD	AFR	2
HG02759	GWD	AFR	1
HG02760	GWD	AFR	2
HG02761	GWD	AFR	2
HG02762	GWD	AFR	1
HG02763	GWD	AFR	2
HG02764	GWD	AFR	1
HG02768	GWD	AFR	1
HG02769	GWD	AFR	2
HG02770	GWD	AFR	2
HG02771	GWD	AFR	1
HG02772	GWD	AFR	2
HG02773	GWD	AFR	1
HG02798	GWD	AFR	1
HG02799	GWD	AFR	2
HG02800	GWD	AFR	1
HG02804	GWD	AFR	1
HG02805	GWD	AFR	2
HG02806	GWD	AFR	2
HG02807	GWD	AFR	1
HG02808	GWD	AFR	2
HG02809	GWD	AFR	2
HG02810	GWD	AFR	1
HG02811	GWD	AFR	2
HG02812	GWD	AFR	1
HG02813	GWD	AFR	1
HG02814	GWD	AFR	2
HG02815	GWD	AFR	1
HG02816	GWD	AFR	1
HG02817	GWD	AFR	2
HG02818	GWD	AFR	2
HG02819	GWD	AFR	1
HG02820	GWD	AFR	2
HG02821	GWD	AFR	1
HG02836	GWD	AFR	1
HG02837	GWD	AFR	2
HG02838	GWD	AFR	1
HG02839	GWD	AFR	1
HG02840	GWD	AFR	2
HG02841	GWD	AFR	2
HG02851	GWD	AFR	1
HG02852	GWD	AFR	2
HG02853	GWD	AFR	1
HG02854	GWD	AFR	1
HG02855	GWD	AFR	2
